room_type_reserved,required_car_parking_space,market_segment_type,type_of_meal_plan,lead_time,no_of_special_requests,avg_price_per_room,no_of_week_nights,no_of_adults,no_of_weekend_nights,no_of_children,no_of_previous_bookings_not_canceled,no_of_previous_cancellations,booking_status
0,0,4,0,1,0,93.0,1,2,0,0,0,0,1
0,0,4,3,8,1,85.35,1,1,2,0,0,0,1
0,0,4,3,14,0,84.67,3,2,0,0,0,0,1
0,0,4,0,105,0,75.0,3,2,0,0,0,0,0
3,0,4,0,4,1,162.67,3,2,0,0,0,0,1
0,0,3,0,161,1,96.9,2,3,1,0,0,0,1
0,0,4,0,25,0,88.0,0,2,2,0,0,0,1
0,0,2,0,76,0,130.0,2,1,0,0,0,0,1
0,0,4,3,21,0,117.0,2,2,0,0,0,0,0
0,0,2,0,8,0,65.0,3,1,0,0,0,0,1
1,0,4,0,43,0,86.75,3,2,0,2,0,0,0
3,0,4,0,17,0,142.0,2,2,0,0,0,0,0
0,0,4,0,250,0,90.95,2,2,2,0,0,0,0
3,0,4,0,73,2,168.3,2,3,0,0,0,0,1
3,0,4,0,64,2,149.0,3,3,0,0,0,0,1
3,0,4,0,30,1,92.25,2,2,2,0,0,0,1
0,0,4,0,69,0,69.6,3,2,1,0,0,0,1
0,1,2,0,3,0,148.13,0,1,1,0,0,0,1
0,0,4,3,33,2,99.0,0,2,1,0,0,0,1
0,0,4,0,139,0,118.8,1,2,2,0,0,0,0
0,0,3,0,114,0,75.0,2,1,1,0,0,0,0
0,0,4,0,8,0,73.15,2,1,0,0,0,0,1
0,0,4,3,84,1,109.65,3,2,1,0,0,0,0
0,0,4,1,107,1,124.2,2,2,1,0,0,0,0
0,0,3,0,24,0,70.0,3,1,2,0,0,0,1
0,0,4,0,128,0,120.0,2,2,1,0,0,0,0
0,0,4,0,47,2,106.53,4,2,2,1,0,0,1
0,0,3,0,32,1,60.0,3,2,2,0,0,0,1
0,0,3,0,132,0,89.76,2,2,1,0,0,0,1
3,0,4,0,6,1,156.5,2,1,2,0,0,0,1
0,0,4,0,90,0,73.95,4,2,1,0,0,0,0
4,0,4,0,117,0,105.84,2,2,0,0,0,0,0
0,0,4,3,135,0,55.08,4,2,0,0,0,0,0
0,0,4,0,1,1,133.0,0,1,1,0,0,0,1
0,0,4,0,8,0,73.9,2,1,0,0,0,0,1
0,0,4,0,90,0,108.3,4,2,2,0,0,0,1
3,1,4,0,99,0,91.45,2,2,2,0,0,0,1
0,0,3,1,80,0,86.0,2,1,1,0,0,0,1
3,0,4,0,23,2,160.5,2,2,0,1,0,0,1
0,0,4,3,5,1,98.1,3,2,0,0,0,0,1
3,0,4,0,105,2,132.3,5,2,2,0,0,0,1
5,0,4,0,69,3,171.2,2,2,0,1,0,0,1
0,0,4,1,184,2,82.13,1,1,0,1,0,0,0
0,0,4,0,144,0,81.08,1,2,1,0,0,0,1
3,0,4,0,48,2,142.2,1,3,0,0,0,0,1
3,0,4,0,16,1,106.0,2,2,1,0,0,0,0
0,0,4,3,6,0,81.0,1,2,1,0,0,0,1
0,0,2,0,0,0,67.0,1,1,0,0,0,0,1
0,0,3,3,15,0,85.0,3,2,0,0,0,0,1
0,0,4,0,1,0,60.0,1,1,2,0,0,0,0
3,0,3,0,2,0,75.0,3,2,2,0,0,0,1
3,0,4,0,82,1,121.55,2,3,2,0,0,0,0
0,0,2,1,1,0,118.0,3,1,0,0,0,0,1
0,1,4,3,10,2,78.5,5,2,2,0,0,0,1
0,0,4,0,126,2,129.6,3,2,2,0,0,0,1
0,0,4,0,32,0,72.9,2,1,1,0,0,0,0
0,0,4,0,53,0,109.8,3,2,0,0,0,0,0
0,1,4,0,95,1,106.71,1,2,0,0,0,0,1
0,0,4,0,20,0,81.0,1,1,0,0,0,0,1
3,0,4,0,87,2,126.0,2,3,0,0,0,0,1
3,0,4,0,133,0,118.15,2,2,2,0,0,0,0
3,0,4,0,109,1,143.7,2,2,1,0,0,0,1
3,0,4,0,50,0,126.0,2,3,1,0,0,0,0
0,0,4,3,39,0,148.0,3,2,1,0,0,0,0
0,0,4,3,17,1,97.0,2,2,0,0,0,0,0
0,0,4,0,127,3,90.0,4,2,1,0,0,0,1
0,0,4,0,28,0,84.65,2,2,2,0,0,0,1
0,0,2,0,19,1,95.0,1,1,0,0,0,0,1
0,0,3,0,17,0,48.0,2,2,0,0,0,0,1
5,0,4,0,7,1,97.0,2,2,0,2,0,0,1
3,0,4,0,5,1,120.6,3,2,2,0,0,0,1
0,0,4,0,83,0,61.41,4,2,2,0,0,0,1
0,0,4,0,42,0,118.16,3,2,1,0,0,0,1
0,0,4,3,0,0,89.0,1,2,0,0,0,0,1
0,0,4,0,17,1,94.95,3,2,2,0,0,0,1
0,0,4,3,81,1,103.5,1,2,2,0,0,0,0
5,0,4,0,50,0,181.8,3,2,0,2,0,0,1
0,0,4,3,2,0,0.0,0,2,0,0,0,0,1
0,0,4,1,6,1,0.0,2,2,0,0,0,0,1
0,0,4,3,25,0,106.2,1,1,0,0,0,0,0
3,0,4,0,20,1,127.0,1,3,2,0,0,0,0
0,0,4,3,56,0,68.64,4,2,0,0,0,0,0
0,0,1,0,130,2,6.0,1,0,0,2,0,0,1
0,0,4,0,132,0,90.95,4,2,0,0,0,0,1
5,0,3,1,48,0,186.52,3,2,2,2,0,0,1
3,0,4,0,11,2,129.0,2,3,0,0,0,0,1
0,0,4,0,96,1,90.9,1,1,0,0,0,0,0
0,0,4,3,3,2,89.0,1,2,0,0,0,0,1
3,0,4,0,82,0,109.37,4,2,2,0,0,0,0
3,0,4,0,50,0,142.2,2,3,2,0,0,0,1
0,0,4,0,83,1,118.8,1,2,0,0,0,0,0
3,0,4,0,10,0,148.5,2,2,2,0,0,0,0
1,0,4,0,183,2,83.5,3,2,1,0,0,0,1
0,0,4,3,0,0,149.0,1,1,0,0,0,0,1
0,0,4,0,86,0,76.5,3,2,1,0,0,0,0
5,0,4,0,155,0,186.3,2,2,0,1,0,0,0
0,0,4,1,155,0,161.1,3,2,2,0,0,0,0
0,0,3,1,5,0,125.0,1,2,2,0,0,0,1
3,0,4,0,142,0,143.1,5,2,1,0,0,0,0
0,1,4,0,40,0,115.2,1,2,1,0,0,0,1
0,0,3,1,41,1,107.0,1,2,2,0,0,0,1
0,0,4,0,0,1,151.0,1,2,0,0,0,0,1
0,0,4,3,19,0,139.0,2,2,0,0,0,0,1
0,0,4,0,1,2,92.0,2,1,0,0,0,0,1
0,0,2,0,16,0,75.0,3,2,0,0,0,0,1
3,0,4,0,63,2,137.7,1,3,1,0,0,0,1
0,0,4,3,5,0,96.0,3,2,0,0,0,0,1
0,0,2,0,5,0,65.0,1,1,0,0,31,3,1
0,0,4,0,140,2,76.5,6,2,3,0,0,0,1
0,0,4,0,1,1,90.33,4,2,2,0,0,0,1
3,0,4,0,38,1,118.58,2,3,2,0,0,0,0
5,0,4,3,7,0,153.0,1,2,1,2,0,0,1
0,0,1,0,1,1,0.0,1,1,0,0,2,0,1
0,0,4,0,33,1,80.3,2,2,1,0,0,0,1
0,0,4,3,58,1,83.3,3,2,1,0,0,0,0
0,0,4,0,230,0,103.5,2,1,0,0,0,0,0
3,0,4,0,92,2,148.7,6,3,3,0,0,0,1
0,0,4,3,57,1,60.98,1,2,0,0,0,0,1
0,0,4,3,7,1,79.67,3,2,0,0,0,0,1
3,0,3,0,79,0,60.0,2,2,1,0,0,0,1
0,0,4,3,63,1,48.51,3,1,0,0,0,0,1
0,0,4,3,5,0,69.1,3,2,1,0,0,0,1
0,0,4,0,0,0,109.0,1,2,0,0,0,0,1
0,0,4,0,31,0,96.3,0,2,2,0,0,0,1
3,0,4,0,267,0,121.5,1,3,1,0,0,0,1
0,0,4,3,141,1,103.5,3,2,0,0,0,0,1
3,1,4,0,25,1,155.0,1,2,1,0,0,0,1
0,0,4,0,17,1,81.07,0,2,2,0,0,0,1
3,0,3,0,2,0,90.95,5,2,1,0,0,0,1
0,0,4,0,5,0,98.0,1,2,0,0,0,0,1
3,0,4,0,18,2,166.0,3,2,0,0,0,0,1
0,0,4,1,203,3,135.15,3,2,2,0,0,0,1
0,0,3,1,40,0,180.0,1,3,0,0,0,0,1
0,0,4,0,28,2,113.79,5,2,2,0,0,0,0
5,0,4,0,59,0,147.9,3,2,2,2,0,0,0
3,0,4,0,99,0,140.4,3,2,0,0,0,0,1
0,0,4,0,189,1,90.95,4,2,0,0,0,0,0
0,0,4,0,104,0,74.8,5,1,0,0,0,0,0
0,0,4,0,0,0,106.33,1,2,2,0,0,0,1
3,0,4,0,46,0,142.2,2,3,1,0,0,0,1
0,0,3,0,59,0,74.83,3,2,0,0,0,0,1
0,0,4,0,1,1,147.67,1,2,2,0,0,0,1
0,0,4,0,59,0,70.72,3,2,0,0,0,0,1
3,0,4,0,211,2,121.55,4,3,1,0,0,0,0
0,0,4,0,90,1,117.9,2,2,2,0,0,0,1
1,1,4,0,206,1,130.5,3,2,0,0,0,0,0
0,0,4,0,92,0,90.0,4,2,1,0,0,0,1
0,0,3,0,63,0,72.25,3,2,1,0,0,0,1
0,0,1,0,0,1,0.0,1,1,0,0,10,2,1
3,0,4,0,38,2,118.0,2,2,1,0,0,0,1
3,0,4,0,2,2,147.0,2,3,2,0,0,0,1
3,0,4,0,47,0,140.4,3,2,1,0,0,0,0
0,0,4,0,32,0,85.5,1,1,2,0,0,0,0
3,0,4,1,42,1,180.16,2,3,2,0,0,0,1
0,0,4,3,72,1,72.25,3,2,2,0,0,0,0
0,0,4,3,25,0,104.0,2,1,0,0,0,0,1
3,0,4,0,18,2,166.85,2,3,2,0,0,0,1
3,0,4,0,91,1,113.7,4,3,2,0,0,0,1
0,0,3,0,105,0,72.25,4,2,2,0,0,0,0
0,0,4,3,38,0,73.1,4,2,2,0,0,0,0
0,0,4,3,183,1,98.25,3,2,1,0,0,0,0
0,0,4,0,162,1,120.82,5,2,2,1,0,0,0
0,0,4,0,209,1,75.23,2,2,2,0,0,0,1
0,0,4,3,143,1,103.5,1,2,0,0,0,0,1
3,0,4,0,158,1,121.8,3,2,0,0,0,0,0
3,0,4,0,1,0,117.0,1,2,1,0,0,0,1
0,0,3,1,23,0,109.0,1,2,2,0,0,0,1
0,0,4,3,59,0,79.2,3,2,0,0,0,0,0
0,1,4,0,10,1,140.8,3,2,2,0,0,0,1
0,0,4,0,206,1,99.21,5,2,2,0,0,0,0
0,1,4,3,62,0,103.5,2,2,0,0,0,0,1
0,0,2,0,1,0,65.0,1,1,0,0,3,0,1
0,0,3,0,4,0,70.0,1,1,0,0,0,0,1
3,0,4,0,66,1,109.29,4,2,1,0,0,0,1
0,0,4,0,27,0,140.2,1,3,1,0,0,0,0
0,0,4,0,10,1,76.08,4,1,1,0,0,0,1
6,0,4,0,74,2,174.42,1,4,2,0,0,0,1
3,0,4,0,44,0,103.95,2,1,0,0,0,0,1
0,0,4,0,28,0,74.8,5,1,0,0,0,0,0
0,0,3,0,159,0,70.5,4,2,0,0,0,0,1
0,0,3,0,1,0,90.0,1,1,0,0,0,0,1
0,0,3,0,256,0,76.67,2,2,1,0,0,0,1
0,0,3,0,20,0,85.5,1,2,0,0,0,0,1
0,0,4,0,104,0,68.42,3,2,0,0,0,0,1
0,0,4,3,145,0,60.98,1,2,2,0,0,0,1
3,1,4,1,191,1,153.5,2,2,2,0,0,0,0
0,0,2,0,4,0,84.0,1,1,0,0,0,0,0
0,0,4,3,17,1,61.52,3,1,1,0,0,0,1
0,0,2,0,24,0,65.0,0,1,1,0,0,0,1
3,0,4,0,139,0,130.99,7,2,2,0,0,0,0
0,0,4,0,33,0,143.28,3,1,1,0,0,0,1
0,0,4,3,0,2,81.0,2,2,0,1,0,0,1
0,0,4,3,3,1,109.0,1,2,1,0,0,0,1
0,0,3,1,109,0,97.75,4,2,2,0,0,0,1
0,0,4,3,84,0,79.2,1,2,0,0,0,0,0
5,0,4,0,155,1,148.58,3,2,2,2,0,0,0
0,0,4,0,110,4,119.85,5,2,2,0,0,0,1
0,0,4,3,32,1,116.1,0,2,1,0,0,0,1
0,0,4,0,19,1,151.0,1,2,1,0,0,0,0
0,0,3,0,1,0,69.5,2,1,0,0,0,0,1
0,0,4,0,273,0,106.2,2,2,1,0,0,0,0
0,0,4,0,17,0,105.0,3,2,0,0,0,0,1
3,0,4,0,14,0,125.2,3,2,2,0,0,0,0
0,0,2,0,6,0,179.38,1,2,0,0,0,0,1
0,0,3,0,32,0,63.33,5,1,1,0,0,0,1
0,0,4,3,308,0,71.91,3,2,2,0,0,0,0
3,0,4,0,20,1,99.0,2,2,1,0,0,0,1
0,0,4,0,215,1,90.95,7,1,2,0,0,0,1
0,0,3,0,66,0,75.0,2,2,1,0,0,0,0
0,0,2,0,45,0,65.0,0,1,1,0,6,1,0
3,0,4,0,54,2,142.2,1,3,0,0,0,0,1
0,0,4,0,226,1,90.95,5,2,2,0,0,0,1
0,0,4,0,12,1,89.0,5,2,2,0,0,0,1
0,0,4,3,61,1,74.8,3,2,2,0,0,0,1
3,0,4,0,156,2,122.63,3,3,1,0,0,0,0
3,0,4,0,20,1,156.0,2,2,0,0,0,0,0
0,0,4,3,17,1,76.29,2,2,2,0,0,0,1
0,0,4,0,212,0,88.4,4,2,2,0,0,0,0
0,0,4,1,80,0,0.0,2,1,1,0,0,0,1
3,0,4,0,208,0,77.51,5,2,2,0,0,0,0
3,0,1,0,6,1,0.0,0,2,1,0,0,0,1
0,0,4,0,8,0,159.5,1,2,1,1,0,0,1
0,0,4,3,70,2,68.0,4,2,0,0,0,0,1
0,0,3,0,7,0,97.0,1,1,0,0,0,0,1
0,0,4,3,27,0,128.28,2,2,2,0,0,0,1
0,0,4,0,16,0,87.3,1,2,2,0,0,0,1
0,0,3,3,20,0,58.4,0,1,1,0,0,0,1
0,0,2,0,11,0,75.0,2,2,0,0,0,0,0
0,0,4,0,111,2,88.4,2,1,2,0,0,0,1
0,1,4,0,58,1,125.1,1,2,0,1,0,0,1
0,0,3,0,1,0,100.8,2,2,0,0,0,0,1
0,0,4,0,39,1,126.0,1,2,2,0,0,0,0
3,0,4,1,9,2,176.42,3,1,2,2,0,0,1
0,0,4,0,104,0,143.1,3,2,0,1,0,0,0
0,0,4,0,45,1,98.1,2,2,0,0,0,0,1
0,0,4,0,99,0,90.63,3,2,0,1,0,0,1
3,1,4,0,110,1,129.3,5,2,1,0,0,0,1
0,0,4,0,29,1,99.49,7,1,3,0,0,0,0
0,0,4,0,8,1,111.35,2,2,0,0,0,0,1
0,0,4,0,40,0,94.5,3,1,0,0,0,0,1
0,0,3,0,0,1,85.0,4,1,2,0,0,0,1
3,0,4,0,29,2,119.77,4,3,0,0,0,0,1
0,0,4,0,52,0,98.82,0,2,1,0,0,0,0
1,0,4,0,81,2,66.37,2,2,1,0,0,0,1
0,0,4,3,4,0,97.41,1,2,0,1,0,0,1
0,0,4,0,25,0,72.93,5,2,2,0,0,0,1
0,0,4,3,67,0,80.75,4,2,1,0,0,0,0
0,0,3,0,53,1,60.0,1,2,2,1,0,0,1
0,0,4,3,5,0,75.0,1,2,0,0,0,0,1
3,0,4,0,99,1,107.95,4,2,2,0,0,0,1
0,0,4,0,209,1,96.3,3,2,2,0,0,0,1
0,0,4,0,42,2,143.1,2,2,1,1,0,0,1
0,0,4,0,34,0,84.69,9,2,4,0,0,0,0
0,0,4,0,36,1,129.0,4,2,0,0,0,0,0
3,0,4,0,49,1,67.22,1,1,0,0,0,0,1
0,0,4,3,23,1,139.0,2,2,0,0,0,0,1
0,0,4,0,40,0,126.9,1,2,0,0,0,0,1
3,0,3,0,0,1,90.95,2,2,0,0,0,0,1
0,0,4,0,8,1,115.6,4,2,1,0,0,0,1
5,1,4,0,188,1,186.3,1,2,2,2,0,0,0
0,0,4,3,90,1,76.5,2,2,1,0,0,0,1
1,0,4,0,122,0,97.54,2,2,1,0,0,0,0
0,0,4,0,126,1,114.3,1,2,0,0,0,0,1
0,0,2,0,6,0,79.0,1,1,0,0,0,0,1
0,0,4,1,133,2,117.3,2,2,2,0,0,0,1
0,0,4,3,0,0,88.0,0,1,1,0,0,0,1
3,0,4,0,60,1,140.4,3,1,0,0,0,0,1
0,0,4,3,76,1,58.9,3,2,2,0,0,0,1
0,0,2,0,0,0,40.0,0,1,1,0,0,0,1
5,0,4,0,175,0,162.9,2,2,2,2,0,0,0
3,0,4,0,51,0,123.3,2,1,0,0,0,0,0
3,0,2,0,0,1,110.0,1,1,0,0,2,0,1
0,0,4,3,73,0,88.0,1,2,0,0,0,0,0
0,0,4,3,196,0,116.1,0,2,2,0,0,0,0
3,0,4,0,104,3,146.7,1,3,0,0,0,0,1
1,0,4,0,142,1,95.79,3,2,2,0,0,0,1
0,0,2,0,0,0,65.0,2,1,1,0,0,0,1
0,0,2,0,3,0,120.0,1,2,1,0,0,0,1
1,1,4,0,39,2,91.45,2,2,2,0,0,0,1
3,0,4,0,41,1,110.09,2,2,2,0,0,0,1
0,0,4,3,36,2,88.0,2,2,1,0,0,0,1
3,0,4,0,71,0,112.8,1,2,2,0,0,0,1
3,0,4,0,68,2,149.4,2,2,2,0,0,0,1
0,0,4,0,32,1,113.4,4,2,1,0,0,0,1
3,0,2,0,1,0,94.0,1,2,0,0,0,0,1
0,0,4,3,33,0,74.25,3,2,1,0,0,0,1
0,0,4,0,10,1,93.0,1,2,0,0,0,0,1
3,0,4,0,198,3,159.3,3,3,0,0,0,0,1
3,0,4,0,54,2,104.4,3,2,0,0,0,0,1
0,0,3,0,15,2,118.15,2,2,0,0,0,0,1
5,0,4,0,31,1,148.69,3,2,1,1,0,0,1
0,0,4,0,14,1,137.16,1,1,1,0,0,0,1
3,0,4,0,7,0,125.8,2,2,0,0,0,0,1
3,0,4,0,148,0,138.14,5,3,2,0,0,0,0
0,0,4,3,133,0,88.5,2,2,1,0,0,0,0
0,1,2,0,28,0,67.0,1,1,0,0,0,0,1
0,0,4,3,0,1,116.0,0,2,2,0,0,0,1
3,0,4,0,26,1,128.33,1,2,2,0,0,0,1
0,0,4,0,2,1,161.0,1,2,0,0,0,0,1
0,0,3,0,103,1,58.0,1,2,1,0,0,0,1
3,0,4,0,40,2,134.1,2,2,0,1,0,0,1
0,0,2,0,6,0,65.0,1,1,1,0,0,0,1
0,0,4,0,0,1,41.84,5,2,2,0,1,0,1
3,0,4,0,57,0,146.96,5,2,2,0,0,0,0
3,0,4,0,79,0,87.3,2,2,0,0,0,0,0
0,0,4,0,169,0,90.9,4,2,0,0,0,0,0
3,0,4,0,30,0,157.5,3,2,0,0,0,0,0
3,0,4,0,35,0,137.7,1,3,0,0,0,0,1
5,0,4,0,5,2,201.0,2,2,1,2,0,0,1
0,0,4,0,39,0,126.9,1,2,2,0,0,0,0
0,0,3,0,34,0,75.0,2,2,2,0,0,0,1
3,1,4,0,31,1,156.15,3,2,1,0,0,0,1
0,0,4,0,14,0,94.35,0,2,1,0,0,0,0
0,0,3,0,93,0,72.25,1,2,0,0,0,0,1
3,1,4,0,129,0,109.8,2,2,0,0,0,0,1
0,0,4,3,142,1,68.8,5,2,2,0,0,0,1
0,0,3,0,23,0,60.0,2,2,1,0,0,0,1
0,0,4,0,33,0,98.1,3,1,2,0,0,0,0
5,1,4,0,148,1,182.83,3,2,1,2,0,0,1
0,0,4,3,18,2,88.0,0,2,1,0,0,0,1
3,0,4,0,26,2,177.0,3,3,0,0,0,0,1
0,0,4,3,97,0,85.5,2,2,1,0,0,0,1
0,0,2,0,5,0,80.0,3,1,0,0,0,0,1
0,0,2,0,3,0,65.0,0,1,1,0,4,0,1
0,0,4,3,75,2,79.2,4,2,1,0,0,0,1
0,0,4,3,18,0,129.0,2,2,0,0,0,0,1
0,0,4,0,93,1,82.45,2,2,2,0,0,0,1
3,0,4,0,28,0,108.42,3,1,0,0,0,0,1
0,0,4,0,82,0,68.42,3,2,0,0,0,0,1
3,0,4,0,0,0,0.0,1,1,0,0,0,0,1
0,0,3,1,69,0,106.0,2,2,0,0,0,0,1
3,0,4,0,61,1,120.6,3,2,2,0,0,0,1
0,0,4,1,19,2,162.29,5,2,2,0,0,0,1
0,0,4,0,60,1,126.9,1,2,1,0,0,0,1
3,0,4,0,53,1,149.4,2,2,1,0,0,0,1
4,0,4,0,14,0,167.2,2,2,0,0,0,0,1
3,0,4,0,158,2,121.55,3,3,1,0,0,0,0
3,0,4,0,31,0,132.6,1,2,0,0,0,0,0
3,0,3,0,49,0,60.0,2,2,1,0,0,0,1
0,0,4,1,37,1,120.7,4,2,2,0,0,0,1
0,0,4,0,2,1,103.0,1,1,0,0,0,0,1
0,0,3,0,86,0,87.5,2,1,0,0,0,0,1
0,0,4,0,18,3,139.0,0,1,1,0,0,0,1
0,0,4,0,123,3,90.0,1,2,1,0,0,0,1
0,0,4,3,160,0,94.5,2,2,0,0,0,0,0
3,0,4,0,36,0,150.3,4,3,0,0,0,0,0
0,0,4,0,7,1,174.0,2,2,2,0,0,0,1
0,0,4,0,84,1,93.6,2,2,0,0,0,0,0
0,0,3,0,6,0,72.0,2,2,2,0,0,0,1
3,0,4,0,16,2,144.67,3,2,0,0,0,0,1
0,0,4,3,126,0,79.2,1,2,1,0,0,0,1
3,0,4,0,11,1,155.5,3,2,1,0,0,0,0
0,0,4,0,90,1,63.86,2,2,0,0,0,0,1
0,0,3,0,17,1,95.0,3,2,2,0,0,0,1
0,0,4,0,3,1,126.0,0,2,1,0,0,0,1
0,0,4,0,229,2,70.44,3,2,0,0,0,0,0
0,0,4,3,8,1,78.0,1,2,0,0,0,0,1
0,0,4,0,5,1,118.0,1,2,1,0,0,0,1
0,0,4,0,48,2,115.5,1,2,2,0,0,0,1
1,0,4,0,11,0,80.41,2,2,1,0,0,0,1
0,0,4,3,0,0,79.0,1,2,0,0,0,0,1
0,0,4,3,1,1,86.0,1,2,1,0,0,0,1
0,0,4,3,100,1,91.51,3,2,1,0,0,0,0
0,0,3,0,2,1,87.0,2,2,1,0,0,0,1
3,0,4,0,85,0,152.1,3,3,0,0,0,0,0
0,0,4,3,251,1,73.35,1,1,1,0,0,0,1
0,0,4,0,0,2,135.5,2,2,0,0,0,0,1
0,0,4,0,189,4,96.3,2,2,1,0,0,0,1
0,0,4,0,112,1,90.0,3,2,0,0,0,0,1
0,0,3,0,31,0,75.0,2,2,1,0,0,0,1
6,0,1,0,2,1,0.0,1,2,0,0,4,0,1
0,0,4,0,111,0,59.5,2,2,0,0,0,0,0
0,0,4,3,57,1,79.2,4,2,0,0,0,0,1
0,0,3,0,13,0,58.0,3,2,0,0,0,0,1
0,0,4,0,108,0,92.4,3,1,0,1,0,0,1
0,0,4,0,7,1,144.86,5,1,2,0,0,0,1
0,0,3,0,4,0,95.0,3,1,2,0,0,0,1
0,0,4,0,16,2,210.0,2,2,2,0,0,0,1
0,0,4,0,19,0,169.0,2,2,0,1,0,0,1
3,0,3,0,34,0,73.8,2,2,2,0,0,0,1
3,0,4,0,40,0,185.28,2,2,2,0,0,0,0
0,0,4,0,48,1,94.5,3,2,1,0,0,0,1
0,0,4,3,133,0,108.0,1,2,2,0,0,0,0
0,0,4,0,35,0,117.9,3,2,0,0,0,0,0
0,0,4,0,220,1,112.65,4,2,1,0,0,0,0
3,0,4,0,38,0,149.4,2,2,2,0,0,0,0
0,0,4,0,131,1,101.15,4,1,1,0,0,0,1
0,0,4,0,59,1,122.4,3,2,0,0,0,0,1
0,0,4,0,73,1,126.9,2,2,0,0,0,0,1
0,0,4,0,209,1,66.53,4,2,2,0,0,0,1
3,0,3,0,97,0,61.0,4,2,0,0,0,0,1
0,0,4,0,21,0,141.0,2,2,0,0,0,0,0
5,0,4,0,3,2,178.67,2,2,1,2,0,0,1
3,0,4,0,10,0,169.0,6,3,4,0,0,0,0
0,0,2,0,10,0,137.7,1,1,1,0,0,0,1
0,0,4,3,1,2,158.0,1,2,0,0,0,0,1
0,0,4,0,52,0,99.9,1,1,0,0,0,0,0
5,0,4,0,52,2,177.3,1,2,2,2,0,0,1
0,0,2,0,6,0,109.65,1,1,0,0,0,0,1
0,0,4,3,73,1,60.98,1,2,0,0,0,0,1
1,0,4,0,93,2,81.5,1,2,1,0,0,0,1
0,0,4,3,36,1,88.0,2,2,1,0,0,0,1
0,0,3,0,2,0,55.74,5,1,2,0,0,0,1
3,0,4,0,67,0,139.5,4,3,0,0,0,0,1
0,0,4,0,105,0,83.05,1,2,1,1,0,0,1
0,0,4,3,38,0,67.5,3,2,2,0,0,0,0
0,0,4,0,63,0,80.3,1,2,2,0,0,0,1
0,0,4,3,6,0,89.0,2,2,0,0,0,0,0
3,0,4,0,68,1,74.61,2,2,2,0,0,0,1
3,0,4,0,109,3,146.7,1,3,0,0,0,0,1
3,0,4,0,63,2,134.47,4,3,1,0,0,0,1
0,0,3,0,4,2,81.6,2,2,2,1,0,0,1
0,0,4,0,12,0,104.0,0,2,1,0,0,0,1
1,0,4,0,41,0,139.5,4,2,1,2,0,0,1
0,0,4,3,21,2,59.75,3,2,0,1,0,0,1
5,1,4,0,2,2,182.0,1,2,0,2,0,0,1
3,0,4,0,129,0,132.88,5,3,1,0,0,0,0
0,0,4,0,68,1,97.71,1,2,0,0,0,0,1
0,0,3,1,104,0,91.5,2,1,0,0,0,0,0
3,0,4,0,24,0,144.5,2,2,0,0,0,0,0
0,0,4,3,161,1,95.2,2,2,2,0,0,0,1
0,0,4,0,149,1,120.0,2,2,1,0,0,0,1
0,0,4,3,41,0,66.88,3,2,0,0,0,0,1
3,0,4,0,53,1,115.04,3,2,0,0,0,0,1
0,0,4,3,23,2,96.0,2,2,0,0,0,0,1
3,0,4,0,87,0,141.9,1,3,2,0,0,0,1
0,0,4,0,44,0,85.5,4,1,2,0,0,0,1
0,0,3,0,150,0,68.0,4,1,1,0,0,0,1
1,0,3,0,20,1,86.4,5,2,2,0,0,0,1
5,0,4,0,69,1,153.05,3,2,2,1,0,0,1
0,0,3,0,19,2,104.0,0,2,1,0,0,0,1
5,0,4,0,155,0,177.35,5,2,3,0,0,0,0
3,0,4,0,43,0,150.3,3,3,0,0,0,0,0
1,0,4,3,112,0,58.9,2,2,1,0,0,0,1
3,0,2,0,7,1,119.0,2,1,0,0,1,0,1
0,0,4,0,170,2,95.13,5,3,2,0,0,0,1
3,0,4,0,137,0,105.3,3,2,0,0,0,0,1
0,0,4,0,180,1,0.0,1,2,1,0,0,0,1
0,0,2,0,1,0,161.88,1,1,0,0,0,0,1
0,0,2,0,0,0,131.0,3,1,1,0,0,0,0
3,0,4,0,59,2,101.27,5,2,2,0,0,0,1
0,0,4,3,74,0,116.1,2,1,0,0,0,0,0
5,0,4,0,59,0,177.93,5,2,1,2,0,0,0
0,0,3,1,78,1,109.18,4,2,0,0,0,0,1
0,0,4,0,63,0,89.25,0,2,1,0,0,0,1
0,0,4,3,65,2,80.1,1,2,0,0,0,0,1
0,0,4,3,63,1,109.0,1,2,0,0,0,0,1
0,0,3,0,35,0,60.0,3,2,0,0,0,0,1
6,0,1,2,0,1,0.0,1,2,0,0,2,0,1
0,0,4,0,283,0,82.79,3,2,2,0,0,0,0
0,0,4,0,221,0,74.44,4,2,2,1,0,0,0
5,0,4,0,6,1,174.0,1,1,0,2,0,0,1
0,0,4,0,20,0,109.65,0,2,1,1,0,0,1
0,0,3,0,25,0,70.0,1,2,1,0,0,0,1
0,0,4,3,35,1,73.1,2,2,0,0,0,0,1
4,0,4,0,1,0,188.0,1,1,0,0,0,0,1
3,0,4,0,14,1,166.0,1,2,1,0,0,0,1
0,0,4,0,11,1,75.92,2,2,0,0,0,0,1
3,0,4,0,76,1,131.4,2,2,0,0,0,0,1
0,0,4,0,79,0,126.9,2,2,1,0,0,0,1
0,0,4,0,63,1,99.9,2,2,1,0,0,0,1
0,0,4,3,78,0,122.1,3,2,0,0,0,0,0
